[1]SeCode|[2]TradingDate|[3]TradingTime|[4]TradingDateTime|[5]Price|[6]Volume|[7]BuySellDirection|[8]Exg|[9]LocalTime|[10]RecId|[11]TradeChannel|[12]TradeAmount|[13]BuyRecID|[14]SellRecID|[15]GTALocalTime|[16]PacketTimeStamp
603080.SH|20200707|093004670|2020-07-07 09:30:04|13.83|700|S|SSE|093038318|111362|5|9681.00|182268|380378|93037206|20200707093037000
603080.SH|20200707|093004670|2020-07-07 09:30:04|13.83|700|S|SSE|093038318|111363|5|9681.00|192467|380378|93037206|20200707093037000
603080.SH|20200707|093004670|2020-07-07 09:30:04|13.83|500|S|SSE|093038318|111364|5|6915.00|192671|380378|93037206|20200707093037000
603080.SH|20200707|093004670|2020-07-07 09:30:04|13.83|400|S|SSE|093038318|111365|5|5532.00|199348|380378|93037206|20200707093037000
603080.SH|20200707|093004670|2020-07-07 09:30:04|13.83|600|S|SSE|093038318|111366|5|8298.00|268396|380378|93037206|20200707093037000
603080.SH|20200707|093004670|2020-07-07 09:30:04|13.85|300|B|SSE|093038389|111817|5|4155.00|381333|317228|93037222|20200707093037000
603080.SH|20200707|093004670|2020-07-07 09:30:04|13.85|100|B|SSE|093038389|111818|5|1385.00|381333|331627|93037222|20200707093037000
603080.SH|20200707|093004670|2020-07-07 09:30:04|13.85|300|B|SSE|093038389|111819|5|4155.00|381333|331998|93037222|20200707093037000
603080.SH|20200707|093004670|2020-07-07 09:30:04|13.85|1000|B|SSE|093038389|111820|5|13850.00|381333|335057|93037222|20200707093037000
603080.SH|20200707|093004890|2020-07-07 09:30:04|13.85|3000|B|SSE|093040136|113196|5|41550.00|384524|335057|93039378|20200707093039000
603080.SH|20200707|093005130|2020-07-07 09:30:05|13.85|1000|B|SSE|093041404|114729|5|13850.00|387722|339982|93040429|20200707093040000
603080.SH|20200707|093005130|2020-07-07 09:30:05|13.85|500|B|SSE|093041404|114730|5|6925.00|387722|346051|93040429|20200707093040000
603080.SH|20200707|093005130|2020-07-07 09:30:05|13.85|300|B|SSE|093041404|114731|5|4155.00|387722|353590|93040429|20200707093040000
603080.SH|20200707|093005130|2020-07-07 09:30:05|13.85|500|B|SSE|093041404|114732|5|6925.00|387722|356942|93040429|20200707093040000
603080.SH|20200707|093005130|2020-07-07 09:30:05|13.85|2400|B|SSE|093041404|114733|5|33240.00|387722|373654|93040429|20200707093040000
603080.SH|20200707|093005130|2020-07-07 09:30:05|13.85|800|B|SSE|093041404|114734|5|11080.00|387722|373940|93040429|20200707093040000
603080.SH|20200707|093005290|2020-07-07 09:30:05|13.85|2900|B|SSE|093042098|115344|5|40165.00|389494|373940|93041377|20200707093041000
603080.SH|20200707|093005290|2020-07-07 09:30:05|13.86|1500|B|SSE|093042098|115345|5|20790.00|389494|318000|93041377|20200707093041000
603080.SH|20200707|093005680|2020-07-07 09:30:05|13.84|400|B|SSE|093045216|117580|5|5536.00|394390|391112|93044392|20200707093044000
603080.SH|20200707|093005800|2020-07-07 09:30:05|13.84|1400|B|SSE|093045348|118442|5|19376.00|396514|391112|93044406|20200707093044000
603080.SH|20200707|093005800|2020-07-07 09:30:05|13.84|500|B|SSE|093045348|118443|5|6920.00|396514|391261|93044406|20200707093044000
603080.SH|20200707|093006370|2020-07-07 09:30:06|13.85|300|B|SSE|093049067|121828|5|4155.00|404082|391315|93048370|20200707093048000
603080.SH|20200707|093006370|2020-07-07 09:30:06|13.86|900|B|SSE|093049067|121829|5|12474.00|404082|318000|93048370|20200707093048000
603080.SH|20200707|093006600|2020-07-07 09:30:06|13.85|100|B|SSE|093050632|123587|5|1385.00|408298|405533|93049292|20200707093049000
603080.SH|20200707|093006600|2020-07-07 09:30:06|13.85|1900|B|SSE|093050632|123588|5|26315.00|408300|405533|93049292|20200707093049000
603080.SH|20200707|093006600|2020-07-07 09:30:06|13.86|100|B|SSE|093050632|123589|5|1386.00|408300|318000|93049292|20200707093049000
603080.SH|20200707|093007280|2020-07-07 09:30:07|13.84|400|S|SSE|093054070|127637|5|5536.00|396514|415952|93053368|20200707093053000
603080.SH|20200707|093007410|2020-07-07 09:30:07|13.84|400|S|SSE|093054399|128068|5|5536.00|396514|417000|93053415|20200707093053000
603080.SH|20200707|093007760|2020-07-07 09:30:07|13.85|200|B|SSE|093055429|128945|5|2770.00|418842|412081|93054412|20200707093054000
603080.SH|20200707|093007760|2020-07-07 09:30:07|13.84|300|S|SSE|093055443|129117|5|4152.00|396514|419313|93054416|20200707093054000
603080.SH|20200707|093007760|2020-07-07 09:30:07|13.84|300|S|SSE|093055443|129118|5|4152.00|401917|419313|93054416|20200707093054000
603080.SH|20200707|093007760|2020-07-07 09:30:07|13.84|600|S|SSE|093055454|129119|5|8304.00|401923|419313|93054416|20200707093054000
603080.SH|20200707|093007760|2020-07-07 09:30:07|13.84|200|S|SSE|093055454|129120|5|2768.00|401924|419313|93054416|20200707093054000
603080.SH|20200707|093007760|2020-07-07 09:30:07|13.84|900|S|SSE|093055454|129121|5|12456.00|401950|419313|93054416|20200707093054000
603080.SH|20200707|093007760|2020-07-07 09:30:07|13.84|600|S|SSE|093055454|129122|5|8304.00|416377|419313|93054416|20200707093054000
603080.SH|20200707|093007760|2020-07-07 09:30:07|13.84|300|S|SSE|093055454|129123|5|4152.00|416784|419313|93054416|20200707093054000
603080.SH|20200707|093007760|2020-07-07 09:30:07|13.83|400|S|SSE|093055454|129124|5|5532.00|268396|419313|93054416|20200707093054000
603080.SH|20200707|093008260|2020-07-07 09:30:08|13.82|900|S|SSE|093058081|131448|5|12438.00|216367|424835|93057371|20200707093057000
603080.SH|20200707|093008380|2020-07-07 09:30:08|13.82|100|B|SSE|093059206|132068|5|1382.00|426374|424835|93058388|20200707093058000
603080.SH|20200707|093008380|2020-07-07 09:30:08|13.83|1900|B|SSE|093059206|132069|5|26277.00|426374|419313|93058388|20200707093058000
603080.SH|20200707|093008510|2020-07-07 09:30:08|13.83|200|B|SSE|093059337|133555|5|2766.00|429644|419313|93058405|20200707093058000
603080.SH|20200707|093008630|2020-07-07 09:30:08|13.83|1000|B|SSE|093100371|134007|5|13830.00|430658|419313|93059411|20200707093059000
603080.SH|20200707|093008630|2020-07-07 09:30:08|13.81|1000|S|SSE|093100381|134200|5|13810.00|411789|431144|93059416|20200707093059000
603080.SH|20200707|093008870|2020-07-07 09:30:08|13.83|300|B|SSE|093101501|135587|5|4149.00|434304|419313|93100427|20200707093100000
603080.SH|20200707|093008870|2020-07-07 09:30:08|13.85|100|B|SSE|093101501|135588|5|1385.00|434304|412081|93100427|20200707093100000
603080.SH|20200707|093010110|2020-07-07 09:30:10|13.83|100|B|SSE|093107075|141853|5|1383.00|448718|438015|93106369|20200707093106000
603080.SH|20200707|093010110|2020-07-07 09:30:10|13.83|200|B|SSE|093107087|142112|5|2766.00|449263|438015|93106373|20200707093106000
603080.SH|20200707|093010230|2020-07-07 09:30:10|13.83|500|B|SSE|093108572|143110|5|6915.00|451355|438015|93107405|20200707093107000
603080.SH|20200707|093010560|2020-07-07 09:30:10|13.85|200|B|SSE|093109630|144602|5|2770.00|454681|412081|93108417|20200707093108000
603080.SH|20200707|093010560|2020-07-07 09:30:10|13.85|800|B|SSE|093109630|144603|5|11080.00|454681|417731|93108417|20200707093108000
603080.SH|20200707|093011840|2020-07-07 09:30:11|13.85|200|B|SSE|093116401|150708|5|2770.00|467252|417731|93115418|20200707093115000
603080.SH|20200707|093011840|2020-07-07 09:30:11|13.85|100|B|SSE|093116401|150709|5|1385.00|467252|445424|93115418|20200707093115000
603080.SH|20200707|093011840|2020-07-07 09:30:11|13.86|700|B|SSE|093116401|150710|5|9702.00|467252|318000|93115418|20200707093115000
603080.SH|20200707|093012570|2020-07-07 09:30:12|13.85|800|B|SSE|093119495|155450|5|11080.00|477076|467370|93118417|20200707093118000
603080.SH|20200707|093012570|2020-07-07 09:30:12|13.85|1100|B|SSE|093119495|155451|5|15235.00|477076|475637|93118417|20200707093118000
603080.SH|20200707|093013000|2020-07-07 09:30:13|13.85|800|B|SSE|093122187|157526|5|11080.00|481269|475637|93121384|20200707093121000
603080.SH|20200707|093013110|2020-07-07 09:30:13|13.85|1000|B|SSE|093123250|158767|5|13850.00|484148|475637|93122266|20200707093122000
603080.SH|20200707|093013840|2020-07-07 09:30:13|13.83|200|B|SSE|093126305|162630|5|2766.00|491830|491631|93125399|20200707093125000
603080.SH|20200707|093013840|2020-07-07 09:30:13|13.85|800|B|SSE|093126305|162631|5|11080.00|491830|475637|93125399|20200707093125000
603080.SH|20200707|093014210|2020-07-07 09:30:14|13.85|200|B|SSE|093129172|164879|5|2770.00|496566|475637|93128381|20200707093128000
603080.SH|20200707|093014800|2020-07-07 09:30:14|13.85|1400|B|SSE|093131375|168584|5|19390.00|503779|475637|93130416|20200707093130000
603080.SH|20200707|093014800|2020-07-07 09:30:14|13.85|200|B|SSE|093131375|168585|5|2770.00|503779|481018|93130416|20200707093130000
603080.SH|20200707|093014800|2020-07-07 09:30:14|13.85|100|B|SSE|093131375|168586|5|1385.00|503779|499099|93130416|20200707093130000
603080.SH|20200707|093014800|2020-07-07 09:30:14|13.86|500|B|SSE|093131375|168587|5|6930.00|503779|318000|93130416|20200707093130000
603080.SH|20200707|093015160|2020-07-07 09:30:15|13.85|400|B|SSE|093134310|170028|5|5540.00|507247|505632|93133395|20200707093133000
603080.SH|20200707|093015160|2020-07-07 09:30:15|13.86|4200|B|SSE|093134310|170029|5|58212.00|507247|318000|93133395|20200707093133000
603080.SH|20200707|093015410|2020-07-07 09:30:15|13.85|100|S|SSE|093135514|172109|5|1385.00|509577|511426|93134414|20200707093134000
603080.SH|20200707|093015540|2020-07-07 09:30:15|13.85|1300|S|SSE|093136079|172858|5|18005.00|509577|512829|93135364|20200707093135000
603080.SH|20200707|093015930|2020-07-07 09:30:15|13.85|100|S|SSE|093138397|174572|5|1385.00|509577|516495|93137315|20200707093137000
603080.SH|20200707|093016150|2020-07-07 09:30:16|13.86|1000|B|SSE|093139470|176596|5|13860.00|519885|318000|93138412|20200707093138000
603080.SH|20200707|093017950|2020-07-07 09:30:17|13.85|300|B|SSE|093147096|185523|5|4155.00|537507|520011|93146368|20200707093146000
603080.SH|20200707|093017990|2020-07-07 09:30:17|13.85|800|B|SSE|093148136|185910|5|11080.00|538248|520011|93147373|20200707093147000
603080.SH|20200707|093018040|2020-07-07 09:30:18|13.85|100|B|SSE|093148136|185962|5|1385.00|538332|520011|93147373|20200707093147000
603080.SH|20200707|093018580|2020-07-07 09:30:18|13.85|400|B|SSE|093150160|188219|5|5540.00|542831|520011|93149393|20200707093149000
603080.SH|20200707|093018580|2020-07-07 09:30:18|13.85|600|B|SSE|093150160|188220|5|8310.00|542831|529956|93149393|20200707093149000
603080.SH|20200707|093019140|2020-07-07 09:30:19|13.85|1000|B|SSE|093152213|190735|5|13850.00|547717|529956|93151410|20200707093151000
603080.SH|20200707|093020150|2020-07-07 09:30:20|13.85|500|B|SSE|093156273|194319|5|6925.00|554495|529956|93155382|20200707093155000
603080.SH|20200707|093020150|2020-07-07 09:30:20|13.85|100|B|SSE|093156273|194320|5|1385.00|554495|540330|93155382|20200707093155000
603080.SH|20200707|093020670|2020-07-07 09:30:20|13.84|500|S|SSE|093157349|195733|5|6920.00|492411|557259|93156405|20200707093156000
603080.SH|20200707|093020670|2020-07-07 09:30:20|13.84|100|S|SSE|093157349|195734|5|1384.00|504535|557259|93156405|20200707093156000
603080.SH|20200707|093021500|2020-07-07 09:30:21|13.85|300|B|SSE|093200203|198239|5|4155.00|561624|540330|93159393|20200707093159000
603080.SH|20200707|093021960|2020-07-07 09:30:21|13.84|300|S|SSE|093201496|199627|5|4152.00|504535|564032|93200414|20200707093200000
603080.SH|20200707|093022400|2020-07-07 09:30:22|13.84|400|B|SSE|093202416|200644|5|5536.00|565766|564032|93201307|20200707093201000
603080.SH|20200707|093023980|2020-07-07 09:30:23|13.84|600|B|SSE|093206176|204329|5|8304.00|571353|564032|93205387|20200707093205000
603080.SH|20200707|093023980|2020-07-07 09:30:23|13.86|200|B|SSE|093206176|204330|5|2772.00|571353|318000|93205387|20200707093205000
603080.SH|20200707|093024180|2020-07-07 09:30:24|13.83|1000|S|SSE|093206202|204628|5|13830.00|555890|571919|93205391|20200707093205000
603080.SH|20200707|093026270|2020-07-07 09:30:26|13.83|1000|B|SSE|093212137|210057|5|13830.00|580692|571919|93211372|20200707093211000
603080.SH|20200707|093026270|2020-07-07 09:30:26|13.86|200|B|SSE|093212137|210058|5|2772.00|580692|318000|93211372|20200707093211000
603080.SH|20200707|093027480|2020-07-07 09:30:27|13.86|100|B|SSE|093214337|212550|5|1386.00|584558|318000|93213409|20200707093213000
603080.SH|20200707|093031260|2020-07-07 09:30:31|13.86|100|B|SSE|093223086|220230|5|1386.00|596112|318000|93222368|20200707093222000
603080.SH|20200707|093031720|2020-07-07 09:30:31|13.81|300|S|SSE|093223259|221017|5|4143.00|479351|597353|93222400|20200707093222000
603080.SH|20200707|093033780|2020-07-07 09:30:33|13.86|400|B|SSE|093228130|225405|5|5544.00|603430|318000|93227370|20200707093227000
603080.SH|20200707|093036290|2020-07-07 09:30:36|13.81|800|S|SSE|093233346|230322|5|11048.00|479351|610422|93232384|20200707093232000
603080.SH|20200707|093036290|2020-07-07 09:30:36|13.81|1000|S|SSE|093233346|230323|5|13810.00|516346|610422|93232384|20200707093232000
603080.SH|20200707|093036290|2020-07-07 09:30:36|13.80|2800|S|SSE|093233346|230324|5|38640.00|356072|610422|93232384|20200707093232000
603080.SH|20200707|093036290|2020-07-07 09:30:36|13.80|100|S|SSE|093233346|230325|5|1380.00|377905|610422|93232384|20200707093232000
603080.SH|20200707|093036290|2020-07-07 09:30:36|13.80|100|S|SSE|093233346|230326|5|1380.00|418893|610422|93232384|20200707093232000
603080.SH|20200707|093036290|2020-07-07 09:30:36|13.80|2000|S|SSE|093233346|230327|5|27600.00|605021|610422|93232384|20200707093232000
603080.SH|20200707|093036290|2020-07-07 09:30:36|13.80|2000|S|SSE|093233346|230328|5|27600.00|608275|610422|93232384|20200707093232000
603080.SH|20200707|093039170|2020-07-07 09:30:39|13.80|400|B|SSE|093239251|237063|5|5520.00|619703|610422|93238393|20200707093238000
603080.SH|20200707|093039460|2020-07-07 09:30:39|13.80|1000|B|SSE|093240256|237941|5|13800.00|620911|610422|93239376|20200707093239000
603080.SH|20200707|093039640|2020-07-07 09:30:39|13.80|400|B|SSE|093240496|238373|5|5520.00|621561|610422|93239409|20200707093239000
603080.SH|20200707|093039700|2020-07-07 09:30:39|13.80|1000|B|SSE|093240497|238457|5|13800.00|621640|610422|93239409|20200707093239000
603080.SH|20200707|093041340|2020-07-07 09:30:41|13.80|200|B|SSE|093244148|241620|5|2760.00|626130|610422|93243372|20200707093243000
603080.SH|20200707|093042340|2020-07-07 09:30:42|13.80|600|B|SSE|093246281|243685|5|8280.00|629108|610422|93245394|20200707093245000
603080.SH|20200707|093044380|2020-07-07 09:30:44|13.80|1000|B|SSE|093250225|247916|5|13800.00|634801|610422|93249391|20200707093249000
603080.SH|20200707|093045600|2020-07-07 09:30:45|13.75|1000|S|SSE|093252441|250599|5|13750.00|450936|638313|93251361|20200707093251000
603080.SH|20200707|093046440|2020-07-07 09:30:46|13.80|100|B|SSE|093254318|252646|5|1380.00|640777|610422|93253389|20200707093253000
603080.SH|20200707|093046650|2020-07-07 09:30:46|13.80|500|B|SSE|093254436|252998|5|6900.00|641258|610422|93253410|20200707093253000
603080.SH|20200707|093049330|2020-07-07 09:30:49|13.80|100|B|SSE|093300159|258669|5|1380.00|648897|610422|93259382|20200707093259000
603080.SH|20200707|093051330|2020-07-07 09:30:51|13.80|100|B|SSE|093304295|262647|5|1380.00|654472|610422|93303291|20200707093303000
603080.SH|20200707|093053480|2020-07-07 09:30:53|13.80|800|B|SSE|093307586|266451|5|11040.00|660069|610422|93306394|20200707093306000
603080.SH|20200707|093054470|2020-07-07 09:30:54|13.80|100|B|SSE|093309267|268509|5|1380.00|663207|610422|93308401|20200707093308000
603080.SH|20200707|093055880|2020-07-07 09:30:55|13.80|600|B|SSE|093312175|271212|5|8280.00|666689|610422|93311376|20200707093311000
603080.SH|20200707|093056010|2020-07-07 09:30:56|13.80|1100|B|SSE|093312312|271460|5|15180.00|667080|610422|93311396|20200707093311000
603080.SH|20200707|093056300|2020-07-07 09:30:56|13.80|300|B|SSE|093313267|272007|5|4140.00|667753|610422|93312368|20200707093312000
603080.SH|20200707|093100330|2020-07-07 09:31:00|13.80|200|B|SSE|093321176|280381|5|2760.00|679032|610422|93320367|20200707093320000
603080.SH|20200707|093101030|2020-07-07 09:31:01|13.80|100|B|SSE|093322399|281759|5|1380.00|681031|610422|93321389|20200707093321000
603080.SH|20200707|093102410|2020-07-07 09:31:02|13.80|100|B|SSE|093324261|284340|5|1380.00|684569|610422|93323404|20200707093323000
603080.SH|20200707|093105310|2020-07-07 09:31:05|13.75|500|S|SSE|093330767|290755|5|6875.00|450936|693145|93329404|20200707093329000
603080.SH|20200707|093106150|2020-07-07 09:31:06|13.79|200|B|SSE|093332275|292702|5|2758.00|695784|692045|93331397|20200707093331000
603080.SH|20200707|093110340|2020-07-07 09:31:10|13.79|100|B|SSE|093341349|301792|5|1379.00|708063|692045|93340390|20200707093340000
603080.SH|20200707|093110530|2020-07-07 09:31:10|13.79|500|B|SSE|093342080|302073|5|6895.00|708495|692045|93341357|20200707093341000
603080.SH|20200707|093110690|2020-07-07 09:31:10|13.79|1000|B|SSE|093342096|302410|5|13790.00|709020|692045|93341362|20200707093341000
603080.SH|20200707|093110930|2020-07-07 09:31:10|13.79|200|B|SSE|093342327|302894|5|2758.00|709708|692045|93341391|20200707093341000
603080.SH|20200707|093111980|2020-07-07 09:31:11|13.76|200|S|SSE|093344488|305000|5|2752.00|696876|712557|93343403|20200707093343000
603080.SH|20200707|093112300|2020-07-07 09:31:12|13.79|900|B|SSE|093345432|305800|5|12411.00|713656|692045|93344409|20200707093344000
603080.SH|20200707|093112300|2020-07-07 09:31:12|13.79|200|B|SSE|093345432|305801|5|2758.00|713656|693023|93344409|20200707093344000
603080.SH|20200707|093112300|2020-07-07 09:31:12|13.80|1900|B|SSE|093345432|305802|5|26220.00|713656|610422|93344409|20200707093344000
603080.SH|20200707|093112370|2020-07-07 09:31:12|13.80|100|B|SSE|093345434|306073|5|1380.00|714007|610422|93344409|20200707093344000
603080.SH|20200707|093113680|2020-07-07 09:31:13|13.80|900|B|SSE|093348148|308924|5|12420.00|717497|610422|93347377|20200707093347000
603080.SH|20200707|093113850|2020-07-07 09:31:13|13.80|500|B|SSE|093348428|309267|5|6900.00|717918|610422|93347403|20200707093347000
603080.SH|20200707|093120670|2020-07-07 09:31:20|13.80|3300|B|SSE|093402297|323917|5|45540.00|737033|610422|93401369|20200707093401000
603080.SH|20200707|093120670|2020-07-07 09:31:20|13.80|700|B|SSE|093402298|323918|5|9660.00|737033|699349|93401369|20200707093401000
603080.SH|20200707|093122080|2020-07-07 09:31:22|13.80|100|B|SSE|093405309|327288|5|1380.00|741142|699349|93404375|20200707093404000
603080.SH|20200707|093128730|2020-07-07 09:31:28|13.80|200|B|SSE|093418182|341558|5|2760.00|758862|699349|93417456|20200707093417000
603080.SH|20200707|093128730|2020-07-07 09:31:28|13.80|800|B|SSE|093418182|341559|5|11040.00|758862|702862|93417456|20200707093417000
603080.SH|20200707|093135010|2020-07-07 09:31:35|13.80|200|B|SSE|093430370|354362|5|2760.00|776032|702862|93429382|20200707093429000
603080.SH|20200707|093135010|2020-07-07 09:31:35|13.80|400|B|SSE|093430370|354363|5|5520.00|776032|740328|93429382|20200707093429000
603080.SH|20200707|093137060|2020-07-07 09:31:37|13.79|800|B|SSE|093434618|358797|5|11032.00|781873|777834|93433382|20200707093433000
603080.SH|20200707|093141680|2020-07-07 09:31:41|13.77|1000|S|SSE|093443407|368603|5|13770.00|714076|794325|93442381|20200707093442000
603080.SH|20200707|093144410|2020-07-07 09:31:44|13.79|700|B|SSE|093448252|374540|5|9653.00|801935|777834|93447397|20200707093447000
603080.SH|20200707|093145330|2020-07-07 09:31:45|13.77|200|S|SSE|093450711|377170|5|2754.00|714076|804701|93449409|20200707093449000
603080.SH|20200707|093145330|2020-07-07 09:31:45|13.77|200|S|SSE|093450711|377171|5|2754.00|741589|804701|93449409|20200707093449000
603080.SH|20200707|093145330|2020-07-07 09:31:45|13.77|300|S|SSE|093450711|377172|5|4131.00|749120|804701|93449409|20200707093449000
603080.SH|20200707|093145330|2020-07-07 09:31:45|13.77|300|S|SSE|093450711|377173|5|4131.00|757225|804701|93449409|20200707093449000
603080.SH|20200707|093150810|2020-07-07 09:31:50|13.79|100|B|SSE|093500244|387350|5|1379.00|818823|777834|93459393|20200707093459000
603080.SH|20200707|093151390|2020-07-07 09:31:51|13.77|800|S|SSE|093501326|388756|5|11016.00|757225|820647|93500246|20200707093500000
603080.SH|20200707|093151390|2020-07-07 09:31:51|13.77|200|S|SSE|093501326|388757|5|2754.00|757226|820647|93500246|20200707093500000
